Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
PI3K AKT Signaling in Cancer	1/110	0.43733106409521677	0.5244090802781172	0	0	1.7624476707936225	1.4576584073842551	FGF23
Mitotic Prophase	1/111	0.4402731179477819	0.5244090802781172	0	0	1.7463371579876434	1.4326251893982533	H3-3A
PI5P, PP2A and IER3 Regulate PI3K AKT Signaling	1/111	0.4402731179477819	0.5244090802781172	0	0	1.7463371579876434	1.4326251893982533	FGF23
Regulation of Endogenous Retroelements	1/111	0.4402731179477819	0.5244090802781172	0	0	1.7463371579876434	1.4326251893982533	H3-3A
TCR Signaling	1/113	0.4461115953405777	0.5290777814837555	0	0	1.7149791955617197	1.384307444749809	HLA-DPA1
Metabolism of Carbohydrates	2/290	0.44651839140607064	0.5290777814837555	0	0	1.3349673202614378	1.0763503614424696	VCAN;CD44
MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane	1/115	0.45188975129532283	0.5326679710864557	0	0	1.684721512519162	1.338203008358988	S100A8
Toll Like Receptor TLR6 TLR2 Cascade	1/115	0.45188975129532283	0.5326679710864557	0	0	1.684721512519162	1.338203008358988	S100A8
Antigen Processing Ubiquitination & Proteasome Degradation	2/296	0.45698924665032964	0.5358122254006293	0	0	1.3073229291716686	1.0237585965570999	ITCH;RNF213
Negative Regulation of the PI3K AKT Network	1/118	0.46044523105856283	0.5358122254006293	0	0	1.6412745830221558	1.2729091543078728	FGF23
DNA Replication Pre-Initiation	1/118	0.46044523105856283	0.5358122254006293	0	0	1.6412745830221558	1.2729091543078728	H3-3A
Toll Like Receptor 2 (TLR2) Cascade	1/118	0.46044523105856283	0.5358122254006293	0	0	1.6412745830221558	1.2729091543078728	S100A8
Toll Like Receptor TLR1 TLR2 Cascade	1/118	0.46044523105856283	0.5358122254006293	0	0	1.6412745830221558	1.2729091543078728	S100A8
Cell Junction Organization	1/119	0.4632675615420355	0.5370937239839714	0	0	1.6272831989468488	1.252113879383838	CLDN10
Extracellular Matrix Organization	2/300	0.46390732643011157	0.5370937239839714	0	0	1.2895117778655085	0.9904359227443877	VCAN;CD44
Gastrulation	1/120	0.4660752701335331	0.5382341317531918	0	0	1.6135269641837318	1.2317796088996902	MAML2
Estrogen-dependent Gene Expression	1/121	0.4688684316566484	0.5400889529209494	0	0	1.6	1.211892927053383	H3-3A
Binding and Uptake of Ligands by Scavenger Receptors	1/122	0.47164712087672095	0.5419177777750203	0	0	1.5866966220011234	1.1924409067453714	SCARF1
Asparagine N-linked Glycosylation	2/306	0.4741884355954117	0.5423547549419008	0	0	1.2636738906088751	0.9428908962621589	PPP6C;ARCN1
Rab Regulation of Trafficking	1/123	0.4744114120151133	0.5423547549419008	0	0	1.5736113321661627	1.1734110897009522	DENND3
Host Interactions of HIV Factors	1/126	0.4826186337551367	0.5503545823523489	0	0	1.535611650485437	1.1187368758935048	B2M
Glycerophospholipid Biosynthesis	1/128	0.4880194691614785	0.5551221461711817	0	0	1.5112758963382005	1.0841892949392644	LPCAT4
Formation of the Cornified Envelope	1/129	0.4906989102242647	0.5567780652170585	0	0	1.4993932038834952	1.0674548420660235	PPL
C-type Lectin Receptors (CLRs)	1/131	0.496016197552214	0.561411367876262	0	0	1.4761762509335326	1.0350161016980663	MUC4
Gene Silencing by RNA	1/134	0.50388920548158	0.5689071674792033	0	0	1.442660048178699	0.988797560281588	H3-3A
Epigenetic Regulation by WDR5-containing Histone Modifying Complexes	1/135	0.5064863764877582	0.5690155587701975	0	0	1.4318214751485292	0.9740078025838173	H3-3A
Golgi-to-ER Retrograde Transport	1/135	0.5064863764877582	0.5690155587701975	0	0	1.4318214751485292	0.9740078025838173	ARCN1
Signaling by Hedgehog	1/136	0.5090700812086542	0.5691078303438272	0	0	1.421143473570658	0.9595128532635391	ITCH
MITF-M-regulated Melanocyte Development	1/136	0.5090700812086542	0.5691078303438272	0	0	1.421143473570658	0.9595128532635391	ATP6V1F
Degradation of the Extracellular Matrix	1/140	0.5192716142409801	0.5790896678422696	0	0	1.3799678703639031	0.9043318484091801	CD44
DNA Replication	1/143	0.526784720890206	0.5860319022128209	0	0	1.3506085054013401	0.8656905024026299	H3-3A
Late Phase of HIV Life Cycle	1/145	0.5317287324205507	0.5900892030520747	0	0	1.331715210355987	0.8411403864176489	VTA1
Toll Like Receptor 4 (TLR4) Cascade	1/148	0.5390489845954733	0.5967573917054511	0	0	1.3043392114127204	0.8060148918218262	S100A8
Cell-Cell Communication	1/157	0.5603365624993405	0.6168713427009762	0	0	1.2285287528005975	0.7115855633476698	CLDN10
Factors Involved in Megakaryocyte Development and Platelet Production	1/158	0.5626408949910002	0.6168713427009762	0	0	1.2206418898027334	0.7020078690840682	H3-3A
G Alpha (S) Signalling Events	1/158	0.5626408949910002	0.6168713427009762	0	0	1.2206418898027334	0.7020078690840682	GRK5
HIV Life Cycle	1/158	0.5626408949910002	0.6168713427009762	0	0	1.2206418898027334	0.7020078690840682	VTA1
Potential Therapeutics for SARS	1/164	0.576217833000832	0.63023825484466	0	0	1.1753529096432187	0.647936219621294	STAT2
Cellular Senescence	1/167	0.5828489193286959	0.6359622501068505	0	0	1.1539361328810387	0.6229261920601894	H3-3A
Apoptosis	1/168	0.5850363635670341	0.6368218790023936	0	0	1.1469681995232834	0.6148681733379748	BAK1
TCF Dependent Signaling in Response to WNT	1/189	0.628436202782708	0.6824307213988834	0	0	1.0177649246023548	0.47277293954658095	H3-3A
ESR-mediated Signaling	1/192	0.6342575030186012	0.6871122949368179	0	0	1.0016265948253953	0.45604083985523725	H3-3A
GPCR Downstream Signalling	3/633	0.6437403430113797	0.6957288742759568	0	0	0.9083451202263083	0.4000895356593956	GRK5;DGKA;LPAR4
Muscle Contraction	1/204	0.6566530885378662	0.7030050712581861	0	0	0.9418432254053278	0.3961387176192002	MYL12B
mRNA Splicing - Major Pathway	1/204	0.6566530885378662	0.7030050712581861	0	0	0.9418432254053278	0.3961387176192002	WBP4
Neurotransmitter Receptors and Postsynaptic Signal Transmission	1/204	0.6566530885378662	0.7030050712581861	0	0	0.9418432254053278	0.3961387176192002	NCALD
Intra-Golgi and Retrograde Golgi-to-ER Traffic	1/204	0.6566530885378662	0.7030050712581861	0	0	0.9418432254053278	0.3961387176192002	ARCN1
Cell Cycle	3/649	0.6604841464566626	0.7054466822483134	0	0	0.8851117309873402	0.3671285535353319	PPP6C;SUN2;H3-3A
Phospholipid Metabolism	1/211	0.6690842414975302	0.7129586179891716	0	0	0.910124826629681	0.36572938878205996	LPCAT4
mRNA Splicing	1/215	0.675986523600919	0.7186305332673322	0	0	0.8929316758914799	0.34965609530452674	WBP4
Keratinization	1/217	0.6793840006737188	0.7205587885933381	0	0	0.8845738942826321	0.3419486447041758	PPL
Signaling by Rho GTPases	3/672	0.683562961820509	0.7233049944844921	0	0	0.8536607023931093	0.32476369858041765	S100A8;H3-3A;MYL12B
Signaling by Rho GTPases, Miro GTPases and RHOBTB3	3/688	0.6989286738072532	0.7378481359218103	0	0	0.833027390330274	0.29839589444230497	S100A8;H3-3A;MYL12B
Signaling by GPCR	3/706	0.7155426452540807	0.7536386657189971	0	0	0.8109375660183372	0.2714322211279115	GRK5;DGKA;LPAR4
Signal Transduction	12/2613	0.7210024886777359	0.7576354095805308	0	0	0.8673085602527456	0.28370763620458145	ITCH;FLT1;MAML2;GRK5;FABP5;DGKA;LPAR4;FGF23;S100A8;H3-3A;MYL12B;ATP6V1F
Platelet Activation, Signaling and Aggregation	1/262	0.7471516985780573	0.7833042001221568	0	0	0.7303872335676822	0.21289841085838276	DGKA
RAF MAP Kinase Cascade	1/265	0.7511276450234531	0.7856622493923474	0	0	0.7219770520741394	0.2066151580611447	FGF23
Deubiquitination	1/268	0.7550416623831113	0.7874860320122057	0	0	0.7137558634231482	0.20055279932500159	TRIM25
Transmission Across Chemical Synapses	1/269	0.7563327384380963	0.7874860320122057	0	0	0.7110563686422258	0.1985794634481349	NCALD
MAPK1 MAPK3 Signaling	1/271	0.7588947062350082	0.788349523600294	0	0	0.7057173678532902	0.19470194413465963	FGF23
PIP3 Activates AKT Signaling	1/281	0.7713097925294929	0.7994213111638252	0	0	0.6801664355062413	0.17661553989687373	FGF23
Processing of Capped Intron-Containing Pre-mRNA	1/285	0.7760966292400064	0.8025544688731885	0	0	0.6704498837686312	0.1699444594520514	WBP4
Signaling by WNT	1/287	0.7784526992854789	0.8031654833897799	0	0	0.6656935297711997	0.1667209796298906	H3-3A
Epigenetic Regulation of Gene Expression	1/291	0.783091423145092	0.8061235238258299	0	0	0.6563776364245062	0.1604881586063375	H3-3A
DNA Repair	1/312	0.8059114434274411	0.8277420017144147	0	0	0.611400742983798	0.13192891695783404	TRIM25
MAPK Family Signaling Cascades	1/314	0.8079565715199604	0.8279735136071666	0	0	0.6074319923074537	0.12953303185543974	FGF23
Intracellular Signaling by Second Messengers	1/321	0.8149478712149874	0.8332613065231893	0	0	0.5939320388349515	0.12153698394490489	FGF23
Class A 1 (Rhodopsin-like Receptors)	1/333	0.8263513002471543	0.8430265507005722	0	0	0.5721136975084805	0.1091222736744902	LPAR4
Transcriptional Regulation by TP53	1/362	0.8511162484562562	0.8663487540214689	0	0	0.5253744990990507	0.08469381442784754	BCL6
M Phase	1/372	0.8588172767348382	0.8722362966838201	0	0	0.5109517703399367	0.0777663974853818	H3-3A
Neuronal System	1/411	0.8852605918393128	0.8970903547592145	0	0	0.46142552687662797	0.05623541625562476	NCALD
Generic Transcription Pathway	4/1230	0.8891194366164828	0.898998541467777	0	0	0.6091353996737358	0.07158784785434884	ITCH;MAML2;BCL6;H3-3A
Transport of Small Molecules	2/724	0.8945946192905218	0.9025289396389964	0	0	0.5207213079137473	0.05800033597621898	ATP8B1;ATP6V1F
GPCR Ligand Binding	1/467	0.914872756720752	0.9209449210352701	0	0	0.4048085336889037	0.03601593145070165	LPAR4
RNA Polymerase II Transcription	4/1360	0.9293839935622521	0.9334872341519309	0	0	0.5469026548672566	0.04005147788949964	ITCH;MAML2;BCL6;H3-3A
Cell Cycle, Mitotic	1/516	0.9344874002971882	0.9365457425885917	0	0	0.3653690262984259	0.02475635844171687	H3-3A
Gene Expression (Transcription)	4/1615	0.9727451467173592	0.9727451467173592	0	0	0.45400372439478587	0.012545555908461686	ITCH;MAML2;BCL6;H3-3A
